F990_TOTAL_ASSETS_RECENT,CENSUS_STATE_ABBR,CENSUS_COUNTY_NAME,ORG_NAME_CURRENT,Total_Assets
7142.914,VA,Henrico County,VIRGINIA PRIMARY CARE ASSN INC,7.142914
820.631,VA,Buchanan County,OAKWOOD VOLUNTEER FIRE DEPT INC,0.820631
122.492,VA,Dickenson County,HAYSI RESCUE SQUAD INC,0.122492
19050.029,VA,Richmond city,HOSPITAL HOSPITALITY HOUSE OF RICHMOND INC,19.050029
619.391,VA,Alleghany County,ALLEGHANY HIGHLANDS ARTS AND CRAFTS CENTER INC,0.619391
1866.317,VA,Henrico County,VIRGINIA ASSOCIATION OF COMMUNITY SERVICES BOARDS INC,1.866317
164.792,VA,Montgomery County,LITERACY VOLUNTEERS OF THE NEW RIVER VALLEY,0.164792
71.562,VA,Richmond County,BAY CONSORTIUM WORKFORCE INVESTMENT BOARD,0.071562
32.573,VA,Alexandria city,CHILDRENS HOSPICE INTERNATIONAL,0.032573
473.85,VA,Buchanan County,WHITEWOOD VOLUNTEER FIRE DEPARTMENT INCORPORATED,0.47385
8980.087,VA,Danville city,BELLEVUE INC,8.980087
10493.814,VA,Roanoke city,MARIAN MANOR INC,10.493814
9433.739,VA,Spotsylvania County,FREDERICKSBURG REGIONAL FOODBANK,9.433739
4072.34,VA,Loudoun County,ALDIE VOLUNTEER FIRE DEPARTMENT,4.07234
610.885,VA,Pittsylvania County,LAUREL GROVE VOLUNTEER FIRE AND RESCUE INC,0.610885
76.764,VA,Fairfax County,VIRGINIA CONGRESS OF PARENTS AND TEACHERS,0.076764
1699.45,VA,Virginia Beach city,THE HOWARD AND GEORGEANNA JONES FNDTN FOR REPRODUCTIVE MEDICINE,1.69945
370.519,VA,Pittsylvania County,MOUNT CROSS VOLUNTEER FIRE & RESCUE DEPARTMENT INC,0.370519
1194.241,VA,Clarke County,FRIENDS OF THE UNIVERSITY OF VIRGINIAS BLANDY EXPERIMENTAL FARM,1.194241
151.711,VA,Fairfax County,VIRGINIA CONGRESS OF PARENTS AND TEACHERS,0.151711
15174.409,VA,Albemarle County,COVENANT SCHOOL INC,15.174409
22467.386,VA,Roanoke city,OUR LADY OF THE VALLEY INC,22.467386
127.636,VA,Falls Church city,2C8 CORPORATION,0.127636
3328.044,VA,Loudoun County,LOUDOUN CITIZENS FOR SOCIAL JUSTICE INC,3.328044
190.838,VA,Loudoun County,KIDS UNDER CONSTRUCTION PRESCHOOL INC,0.190838
193.538,VA,Franklin County,BOONES MILL VOLUNTEER FIRE DEPARTMENT INC,0.193538
2002.314,VA,Falls Church city,FALLS CHURCH EDUCATION FOUNDATION,2.002314
5893.28,VA,Richmond city,THE LIBRARY OF VIRGINIA FOUNDATION,5.89328
1576.652,VA,Henrico County,VSCPA EDUCATIONAL FOUNDATION INC,1.576652
803.537,VA,Rockingham County,GEMEINSCHAFT HOME,0.803537
17847.581,VA,Augusta County,BLUE RIDGE COMMUNITY COLLEGE EDUCATIONAL FOUNDATION INC,17.847581
5079.396,VA,Virginia Beach city,SUGAR PLUM INC,5.079396
565.922,VA,Richmond city,UNIVERSITY OF RICHMOND ALUMNI ASSOCIATION INC,0.565922
4.075,VA,Danville city,KEY TO DANVILLE FOUNDATION,0.004075
1690.124,VA,Henrico County,READING AND EDUCATION FOR ADULT DEVELOPMENT INC,1.690124
3648.121,VA,Virginia Beach city,BEACH HEALTH CLINIC INC,3.648121
2363.96,VA,Montgomery County,NEW RIVER VALLEY HABITAT FOR HUMANITY INC,2.36396
526.803,VA,Fredericksburg city,COMMITTEE FOR ACL NJCL NATIONAL LATIN EXAM,0.526803
9190.248,VA,Fairfax County,WASHINGTON UNIVERSITY OF VIRGINIA INC,9.190248
1559.129,VA,Fairfax County,ENDPOVERTY ORG,1.559129
1105.964,IN,St. Joseph County,SOUTH BEND ROTARY CHARITABLE FOUNDATION INC,1.105964
3300.995,VA,Fairfax County,E-TRON SYSTEMS INC,3.300995
35346.329,VA,Virginia Beach city,VIRGINIA BEACH COMMUNITY DEVELOPMENT CORPORATION,35.346329
112.827,VA,Norfolk city,OLD DOMINION UNIVERSITY ALUMNI ASSOCIATION INCORPORATED,0.112827
552.438,VA,Russell County,LEBANON LIFESAVING CREW INCORPORATED,0.552438
587.446,VA,Lancaster County,RAPPAHANNOCK FOUNDATION INC,0.587446
55696.504,VA,Virginia Beach city,OPERATION BLESSING INTERNATIONAL RELIEF & DEVELOPMENT CORP,55.696504
5139.884,VA,Loudoun County,CARENET,5.139884
16005.401,VA,Henrico County,HABITAT FOR HUMANITY INTERNATIONAL INC,16.005401
982.225,VA,Lynchburg city,THE LYNCHBURG PUBLIC SCHOOLS EDUCATION FOUNDATION INC,0.982225
70.708,VA,Middlesex County,CHESTERFIELD BASKETBALL LEAGUE INC,0.070708
632.151,VA,Hanover County,MID-ATLANTIC PATHWORK INC,0.632151
905.514,VA,Page County,COUNCIL ON DOMESTIC VIOLENCE FOR PAGE COUNTY INC,0.905514
27.385,VA,Fairfax County,VIENNA CHORAL SOCIETY OF NORTHERN VIRGINIA,0.027385
10814.743,VA,Roanoke city,ST MARYS WOODS INC,10.814743
670.365,VA,Hampton city,INSIGHT ENTERPRISES INC,0.670365
406.046,VA,Fairfax County,NORTHERN VIRGINIA TRANSPORATION EDUCATION FOUNDATION,0.406046
30995.813,VA,Albemarle County,THE MILLER CENTER FOUNDATION,30.995813
0,VA,Accomack County,EASTERN SHORE OF VA RC&D COUNCIL,0
2069.671,VA,Henrico County,HENRICO COUNTY VOCATIONAL TECHNICAL EDUCATION FOUNDATION INC,2.069671
270.141,VA,Henrico County,WESTMINSTER ACADEMY INC,0.270141
2604.393,VA,Fairfax County,BROOKSFIELD SCHOOL INC,2.604393
94289.341,VA,Rockbridge County,VMI ALUMNI AGENCIES BOARD INC,94.289341
3839.281,VA,Greene County,DYKE VOLUNTEER FIRE COMPANY INC,3.839281
5171.516,VA,Sussex County,STONY CREEK COMMUNITY HEALTH CENTER,5.171516
68748.416,VA,Norfolk city,ACCESS COLLEGE FOUNDATION,68.748416
4308.687,VA,Lynchburg city,CENTRAL VIRGINIA GOVERNORS SCHOOL FOUNDATION,4.308687
711.523,VA,Staunton city,SMA FOUNDATION INC,0.711523
22.194,VA,Culpeper County,CULPEPER LITERACY COUNCIL,0.022194
3047.888,VA,Hampton city,THE VIRGINIA AIR AND SPACE CENTER,3.047888
27830.44,VA,Fairfax County,TRINITY CHRISTIAN SCHOOL OF FAIRFAX,27.83044
312.599,VA,Culpeper County,CULPEPER RENAISSANCE INC,0.312599
2681.288,VA,Pittsylvania County,FAITH CHRISTIAN ACADEMY,2.681288
6682.513,VA,Norfolk city,HABITAT FOR HUMANITY INTERNATIONAL INC,6.682513
358.974,VA,Harrisonburg city,COLLINS CENTER,0.358974
499.96,VA,Lynchburg city,SPORTS OUTREACH INSTITUTE INC,0.49996
3683.124,VA,Rockbridge County,HABITAT FOR HUMANITY INTERNATIONAL,3.683124
1055.449,VA,Mecklenburg County,SOUTHSIDE RESCUE SQUAD INC,1.055449
737.088,VA,Louisa County,BUMPASS VOLUNTEER FIRE DEPARTMENT,0.737088
5246.686,VA,Norfolk city,COMMUNITY ALTERNATIVES MANAGEMENT GROUP INCORPORATED,5.246686
2323.753,VA,Manassas city,PRINCE WILLIAM COUNTY PUBLIC SCHOOLS EDUCATION FOUNDATION INC,2.323753
9544.711,VA,Fredericksburg city,CENTRAL VIRGINIA HOUSING COALITION INC,9.544711
19852.858,VA,Bedford County,NATIONAL D-DAY MEMORIAL FOUNDATION LTD,19.852858
3038.595,VA,Botetourt County,FINCASTLE VOLUNTEER FIRE DEPARTMENT INC,3.038595
722.079,VA,Gloucester County,GLOUCESTER MONTESSORI SCHOOL,0.722079
4644.817,VA,Virginia Beach city,VIRGINA BEACH TRAVEL SOCCER INC,4.644817
3436.002,VA,Richmond city,BOLLING HAXALL HOUSE FOUNDATION,3.436002
219.46,VA,Fairfax County,NORTHERN VIRGINIA RESOURCE CENTER FOR DEAF & HARD OF HEARING PERSONS,0.21946
444.837,VA,Norfolk city,PHYSICIANS FOR PEACE,0.444837
121.423,DC,District of Columbia,CONGRESSIONAL CHORUS,0.121423
3732.853,VA,Hanover County,HABITAT FOR HUMANITY INTERNATIONAL INC,3.732853
11265.748,CO,Fremont County,NEW HORIZONS MINISTRIES INC,11.265748
1299.118,VA,Norfolk city,URBAN DISCOVERY MINISTRIES INC,1.299118
975.364,VA,Hanover County,VIRGINIA ASSOCIATION OF SOIL AND WATER CONSERVATION DISTRICTS EDUCA,0.975364
1800.784,VA,Arlington County,CULPEPPER GARDEN II INC,1.800784
275.733,VA,Fairfax County,JAMES MADISON HIGH SCHOOL ATHLETIC BOOSTERS CLUB INC,0.275733
251.285,VA,Prince Edward County,HOUSING ALTERNATIVES INCORPORATED,0.251285
3869.413,VA,Roanoke city,CHILD HEALTH INVESTMENT PARTNERSHIP,3.869413
15507.259,VA,Roanoke city,OUR LADY OF PEACE INC,15.507259
417.217,VA,Prince Edward County,HOUSING OPPORTUNITIES INC,0.417217
2888.585,VA,Virginia Beach city,AMERICAN CENTER FOR LAW AND JUSTICE INC,2.888585
462.127,VA,Fairfax County,EXPERIMENTAL CHINESE SCHOOL INC,0.462127
369.372,VA,Virginia Beach city,VIRGINIA MUSICAL THEATRE INC,0.369372
623.278,VA,Stafford County,WHITE OAK VOLUNTEER RESCUE SQUAD INC,0.623278
214.285,VA,Harrisonburg city,SKYLINE LITERACY,0.214285
89.469,VA,Fairfax County,NEW DOMINION CHORALE INC,0.089469
271.523,VA,Henrico County,VIRGINIA SOCIETY FOR TECHNOLOGY IN EDUCATION,0.271523
7448.444,VA,Loudoun County,LOUDOUN HUNGER RELIEF,7.448444
1077.505,VA,Fairfax County,CHRISTIAN RELIEF SERVICES CHARITIES INC,1.077505
9257.782,VA,Fairfax County,CHRISTIAN RELIEF SERVICES CHARITIES INC,9.257782
1769.614,VA,Chesterfield County,CHESTERFIELD PUBLIC EDUCATION FOUNDATION INC,1.769614
2067.714,VA,Lynchburg city,BUSINESS DEVELOPMENT CENTRE INC,2.067714
2331.041,VA,Staunton city,STAUNTON LIBRARY FOUNDATION INC,2.331041
602.647,VA,Botetourt County,READ MOUNTAIN FIRE AND RESCUE DEPARTMENT COMPANY 12 INC,0.602647
341.202,VA,Accomack County,UNITED WAY OF VIRGINIAS EASTERN SHORE INC,0.341202
1890.373,VA,Clarke County,CLARKE COUNTY EDUCATION FOUNDATION INC,1.890373
1643.78,VA,Fairfax County,WESTERN FAIRFAX CHRISTIAN MINISTRIES,1.64378
921.04,VA,Richmond city,MAGGIE L WALKER GOVERNORS SCHOOL FOR GOVERNMENT & INTERNATIONAL STU,0.92104
1152.387,VA,Richmond city,VIRGINIA FOUNDATION FOR AGRICULTURE IN THE CLASSROOM,1.152387
757.166,VA,Smyth County,SALTVILLE FOUNDATION,0.757166
15328.281,VA,Bedford County,WORLD HELP,15.328281
857.496,VA,Fairfax County,ARMY ENGINEER ASSOCIATION INC,0.857496
150.192,VA,Montgomery County,PEACEWORK DEVELOPMENT FUND INC,0.150192
1500.574,VA,Lexington city,MONTESSORI CENTER FOR CHILDREN INC,1.500574
292.952,VA,Fairfax County,HERNDON HIGH SCHOOL BAND PARENTS ASSOCIATION,0.292952
62.861,VA,Buchanan County,29TH JUDICIAL DIST CT APPOINTED SPECIAL ADVOCATE PROGRAM INC,0.062861
646.074,VA,King William County,MANOGHICK VOLUNTEER FIRE DEPARTMENT,0.646074
161.484,VA,Loudoun County,BRIGHT FACES INC,0.161484
188.551,MD,Montgomery County,NATIONAL CONSORTIUM FOR SPECIALIZED SECONDARY SCHOOLS OF MATHEMATICS,0.188551
24355.643,VA,Richmond city,VIRGINIA HEALTH CARE FOUNDATION,24.355643
14777.218,VA,Rockbridge County,ROCKBRIDGE AREA FREE CLINIC,14.777218
1445.496,VA,Fairfax County,NORTHERN VIRGINIA DENTAL CLINIC INC,1.445496
2516.865,VA,Louisa County,LOUISA COUNTY RESOURCE COUNCIL OF LOUISA VIRGINIA,2.516865
686.512,VA,Fairfax County,CITY OF FAIRFAX BAND ASSOCIATION INC,0.686512
9379.883,VA,Highland County,HIGHLAND MEDICAL CENTER INC,9.379883
461.037,VA,Richmond city,REBUILDING TOGETHER OF RICHMOND,0.461037
1870.191,VA,Norfolk city,THE GOVERNORS SCHOOL FOR THE ARTS FOUNDATION INC,1.870191
642.172,VA,Suffolk city,SUFFOLK EDUCATION FOUNDATION,0.642172
699.64,VA,Manassas city,CASA CHILDRENS INTERVENTION SERVICES INC,0.69964
1607.66,VA,Covington city,ALLEGHANY HIGHLANDS COMMUNITY SERVICES BOARD FOUNDATION,1.60766
1.772,VA,Hampton city,KECOUGHTAN HIGH SCHOOL BAND PARENTS ASSOCIATION,0.001772
27.967,VA,Loudoun County,VIRGINIA GYMNASTICS BOOSTER CLUB INC,0.027967
1167.415,IL,Cook County,ASSOCIATION OF SPECIALIZED PROFESSIONAL ACCREDITORS,1.167415
3082.142,VA,Arlington County,ARLINGTON RETIREMENT HOUSING CORPORATION INC,3.082142
2214.089,VA,Fairfax County,RESTON RAIDERS HOCKEY CLUB INC,2.214089
863.953,VA,Shenandoah County,SHENANDOAH COUNTY PREGNANCY CENTER INC,0.863953
1335.861,VA,Richmond city,FIREHOUSE THEATRE PROJECT INC,1.335861
3049.827,VA,Prince William County,CARDINAL NEWMAN SOCIETY FOR THE PRESERVATION OF CATHOLIC HGR EDUC,3.049827
323.626,VA,Hampton city,THE FOUNDATION OF THE VIRGINIA AIR AND SPACE CENTER AND THE HAMPTON,0.323626
256.439,VA,Prince Edward County,CENTRAL VIRGINIA REGIONAL LIBRARY,0.256439
90.734,VA,Richmond city,RICHMOND PARADE INC,0.090734
149.511,VA,Fairfax County,PLAY AND LEARN AT DULLES CORNER INC,0.149511
1031.283,VA,Norfolk city,ANNETTA M LANE HOUSING INC,1.031283
4236.985,VA,Charlottesville city,PIEDMONT COURT APOINTED SPECIAL ADVOCATES INC,4.236985
173.127,VA,Fauquier County,THE COMMUNITY MUSIC SCHOOL OF THE PIEDMONT INC,0.173127
327.479,OH,Stark County,MIDDLEBURG ACADEMY INC,0.327479
1438.423,VA,Henrico County,HENRICO COUNTY COURT APPOINTED SPECIAL ADVOCATES INC,1.438423
420.621,VA,Prince Edward County,PRINCE EDWARD-FARMVILLE YOUTH ASSOCIATION INC,0.420621
496.954,VA,Wise County,HEART OF APPALACHIA TOURISM AUTHORITY,0.496954
1777.221,VA,Prince William County,JOHN PAUL I KNIGHTS OF COLUMBUS CHARITY CORPORATION,1.777221
8291.491,VA,Goochland County,ELK HILL FARM FOUNDATION,8.291491
188.805,VA,Arlington County,THE INSTITUTE FOR GLOBAL ENVIRONMENTAL STRATEGIES INC,0.188805
6686.937,VA,Fairfax County,FAIRFAX LIBRARY FOUNDATION INC,6.686937
3.713,VA,Pittsylvania County,DANVILLE LIONS FOUNDATION INC,0.003713
20695.535,VA,Roanoke city,OUR LADY OF HOPE HEALTH CENTER INC,20.695535
1961.204,VA,Fauquier County,BULL RUN MOUNTAINS CONSERVANCY INC,1.961204
71.699,VA,Richmond city,TEN THOUSAND VILLAGES RICHMOND VIRGINIA INC,0.071699
118.031,NC,Lee County,ATLANTIC INDOOR ASSOCIATION,0.118031
402.631,VA,Fairfax County,MCLEAN HIGH SCHOOL ATHLETIC BOOSTERS,0.402631
3704.789,VA,Hampton city,CHARLES H TAYLOR ARTS CENTER FOUNDATION,3.704789
14339.998,VA,Alexandria city,LEARNING FOUNDATIONS OF METROPOLITAN WASHINGTON INC,14.339998
700.858,VA,Harrisonburg city,HARRISONBURG EDUCATION FOUNDATION,0.700858
556.495,VA,Prince William County,PARK WEST LIONS CHARITIES INC,0.556495
685.558,VA,Newport News city,THE TEAM FOUNDATION,0.685558
582.688,VA,James City County,COLONIAL COURT APPOINTED SPECIAL ADVOCATE PROGRAM INC,0.582688
508.659,VA,Loudoun County,LOUDOUN VOLUNTEER CAREGIVERS A FAITH IN ACTION PROGRAM,0.508659
92.067,VA,Hanover County,HANOVER AQUATICS INC,0.092067
50.761,VA,Fairfax County,VIRGINIA CONGRESS OF PARENTS AND TEACHERS,0.050761
214.141,VA,Montgomery County,NEW RIVER VALLEY CHILD ADVOCACY RESOURCES EDUCATION AND SERVICES,0.214141
1073.301,VA,Warren County,BLUE RIDGE HOUSING NETWORK INC,1.073301
3863.424,VA,Danville city,DANVILLE SCIENCE CENTER INC,3.863424
8272.745,VA,Fairfax County,FOOD FOR OTHERS INC,8.272745
161.793,VA,Norfolk city,FAITH BIBLE COLLEGE,0.161793
161.518,VA,Chesterfield County,CHESTERFIELD-COLONIAL HEIGHTS CHRISTMAS MOTHER INC,0.161518
18053.141,VA,Chesapeake city,ATLANTIC SHORES CHRISTIAN SCHOOL,18.053141
14.648,DC,District of Columbia,AMERICAN-RUSSIAN EDUCATIONAL CENTER INC,0.014648
3312.598,VA,Montgomery County,SMITHFIELD-PRESTON FOUNDATION,3.312598
684.249,VA,Norfolk city,DANVILLE SENIOR HOUSING INC,0.684249
3069.261,VA,Winchester city,HANDLEY REGIONAL LIBRARY ENDOWMENT FUND,3.069261
4572.597,VA,Richmond city,COMMUNITIES IN SCHOOLS OF RICHMOND INC,4.572597
4081.839,VA,Henrico County,VIRGINIA ASSOCIATION OF FREE AND CHARITABLE CLINICS INC,4.081839
492.252,VA,Lee County,JONESVILLE RESCUE SQUAD INC,0.492252
25.069,VA,Norfolk city,BAY YOUTH ORCHESTRA OF VIRGINIA,0.025069
345144.684,VA,Hampton city,PATIENT ADVOCATE FOUNDATION INC,345.144684
5356.319,VA,Roanoke County,SAINT FRANCIS SERVICE DOGS,5.356319
720.969,VA,Orange County,BEHOLD MINISTRIES INC,0.720969
719.001,VA,Williamsburg city,VIRGINIA COALITION FOR OPEN GOVMNT INC,0.719001
598.089,VA,Fairfax County,THE FISH SWIMTEAM INC,0.598089
447.43,VA,Richmond city,LEGAL INFORMATION NETWORK FOR CANCER,0.44743
648.151,VA,Louisa County,SALEM CHRISTIAN SCHOOL,0.648151
757.161,VA,Martinsville city,MARTINSVILLE-HENRY COUNTY HISTORICAL SOCIETY,0.757161
1401.813,VA,Fairfax County,GENERAL COUNCIL ON FINANCE & ADMINS OF THE UNITED METHODIST CHURCH,1.401813
21088.82,VA,Newport News city,BERNARDINE FRANCISCAN SISTERS FOUNDATION INC,21.08882
49707.408,VA,Danville city,THE COMMUNITY FOUNDATION OF THE DAN RIVER REGION,49.707408
5027.772,VA,Fairfax County,RESTON STUDY CENTER INC,5.027772
1488.376,VA,Washington County,WASHINGTON COUNTY PUBLIC LIBRARY FOUNDATION INC,1.488376
483.922,VA,Hanover County,VIRGINIA HEAD START ASSOCIATION INC,0.483922
775.287,VA,Harrisonburg city,OUR COMMUNITY PLACE,0.775287
930.388,VA,Fairfax County,MOTHER NURTURE COMPANY,0.930388
1606.464,VA,Hampton city,NATIONAL PATIENT ADVOCATE FOUNDATION INC,1.606464
1153.787,VA,Danville city,FUTURE OF DANVILLE FOUNDATION,1.153787
45588.387,VA,Fredericksburg city,COMMUNITY FOUNDATION OF THE RAPPAHANNOCK RIVER REGION INC,45.588387
84.865,VA,Falls Church city,TINNER HILL HERITAGE FOUNDATION,0.084865
51.326,VA,Montgomery County,VIRGINIA ACCOUNTING AND AUDITING CONFERENCE,0.051326
12585.496,VA,Roanoke city,OUR LADY OF PERPETUAL HELP HEALTH CENTER INC,12.585496
5069.495,VA,York County,OLIVET MEDICAL MINISTRY INC,5.069495
2065.744,VA,Shenandoah County,SHENANDOAH COUNTY LIBRARY FOUNDATION,2.065744
290.827,VA,Prince William County,ASCENT COLLEGE,0.290827
395.544,VA,Montgomery County,EDUCATIONAL MEDIA COMPANY AT VIRGINIA TECH INC,0.395544
4582.975,VA,Richmond city,VIRGINIA COMMONWEALTH UNIVERSITY INTELLECTUAL PROPERTY FOUNDATION,4.582975
259.952,VA,Roanoke city,COMMUNITY YOUTH PROGRAM AT ST JOHNS INC,0.259952
1085.993,VA,Richmond city,CITY OF RICHMOND PUBLIC LIBRARY FOUNDATION,1.085993
480.189,VA,Warren County,NORTH WARREN VOLUTEER FIRE & RECUSE CO,0.480189
122142.733,VA,Newport News city,CHRISTOPHER NEWPORT UNIVERSITY REAL ESTATE FOUNDATION INC,122.142733
1358.743,VA,Loudoun County,NORTHERN VIRGINIA VOLLEYBALL ASSOCIATION,1.358743
4176.607,VA,Arlington County,CULPEPPER GARDEN III INC,4.176607
2335.803,VA,Lynchburg city,JUBILEE FAMILY DEVELOPMENT CENTER INC,2.335803
1264.082,VA,Fairfax County,CHRISTIAN RELIEF SERVICES CHARITIES INC,1.264082
1646.709,VA,Fairfax County,CHRISTIAN RELIEF SERVICES CHARITIES INC,1.646709
1014.771,VA,Madison County,SIAMESE CATS RESCUE CENTER,1.014771
18.955,VA,Norfolk city,NORFOLK COLLEGIATE EDUCATIONAL FOUNDATION INC,0.018955
3815.368,VA,Arlington County,LUTHERAN COLLEGE WASHINGTON CONSORTIUM,3.815368
487.908,VA,Henrico County,VIRGINIA COUNCIL FOR PRIVATE EDUCATION,0.487908
286.308,VA,Arlington County,CALVARY CHILDRENS SCHOOL INC,0.286308
4853.695,PA,Northampton County,NORTHEAST PENNSYLVANIA LIONS SERVICE FOUNDATION INC,4.853695
126.637,VA,Manassas city,MANASSAS COMMUNITY CHORALE INC,0.126637
59.944,VA,Fairfax County,YOUTH ALIVE FOR THE CAPITAL REGION,0.059944
196.956,MO,Cass County,HOMER LAUGHLIN CHINA COLLECTORS ASSOCIATION,0.196956
1332.263,VA,Staunton city,CENTRAL SHENANDOAH EMS COUNCIL INC,1.332263
9059.637,VA,Loudoun County,INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES,9.059637
2384.468,VA,Alexandria city,RECREATIONAL BOATING AND FISHING FOUNDATION,2.384468
833.857,VA,Norfolk city,NORFOLK ROTARY CHARITIES INC,0.833857
47891.19,VA,Loudoun County,PATRICK HENRY COLLEGE,47.89119
154.512,VA,Prince Edward County,SOUTHSIDE CENTER FOR VIOLENCE PREVENTION INC,0.154512
1604.814,VA,Fairfax County,AMBLESIDE SCHOOL,1.604814
339.667,VA,Roanoke city,ROANOKE HIGHER EDUCATION CENTER FOUNDATION,0.339667
4096.905,VA,Henrico County,AUTISM PROGRAM OF VIRGINIA INC TAP-VA INC,4.096905
37769.304,VA,Loudoun County,HILL SCHOOL CORPORATION OF MIDDLEBURG,37.769304
4270.466,IL,Cook County,GROWING HOPE GLOBALLY,4.270466
375.612,VA,Middlesex County,MIDDLESEX COUNTY WOMANS CLUB INC,0.375612
1202.169,VA,Montgomery County,BLACKSBURG VOLUNTEER FIRE DEPARTMENT,1.202169
2173.55,VA,Montgomery County,BLACKSBURG VOLUNTEER RESCUE SQUAD,2.17355
14842.215,VA,Caroline County,THE CARMEL SCHOOL,14.842215
262.583,VA,Gloucester County,HABITAT FOR HUMANITY INTERNATIONAL INC,0.262583
1257.885,VA,Richmond County,HAVEN SHELTER AND SERVICES INC,1.257885
166.897,VA,Fairfax County,LAKE BRADDOCK CREW BOOSTERS CLUB INC,0.166897
193.072,VA,Richmond city,LATIN BALLET OF VIRGINIA INC,0.193072
590.015,VA,Frederick County,MOUNTAIN VIEW CHRISTIAN ACADEMY,0.590015
599.709,VA,Washington County,OCCUPATIONAL ENTERPRISES INC,0.599709
2382.772,VA,Chesterfield County,COMMUNITY FUTURES FOUNDATION,2.382772
178.751,VA,Albemarle County,CHRISTIAN EDUCATORS OUTREACH,0.178751
222.477,VA,Pulaski County,SNOWVILLE VOLUNTEER FIRE DEPARTMENT INC,0.222477
2646.285,VA,Manassas city,MEDICAL MISSIONARIES INC,2.646285
773.567,VA,Harrisonburg city,SHENANDOAH VALLEY WORKFORCE INVESTMENT BOARD INC,0.773567
7859.454,VA,Henrico County,HOUSING FAMILIES FIRST,7.859454
935.132,VA,Chesterfield County,CHESTERFIELD COUNTY POLICE FOUNDATION INC,0.935132
755.642,VA,Charlottesville city,RENAISSANCE SCHOOL,0.755642
592.568,VA,Loudoun County,WORLDWIDEWORD INC,0.592568
248245.478,VA,Albemarle County,COLLEGE FOUNDATION OF THE UNIVERSITY OF VIRGINIA,248.245478
533.505,VA,Montgomery County,DAYSPRING CHRISTIAN SCHOOLS INC,0.533505
2000.847,VA,Roanoke city,BRAIN INJURY SERVICES OF SWVA,2.000847
4244.814,DC,District of Columbia,NATIONAL POISON CENTER FOUNDATION,4.244814
60.947,VA,Virginia Beach city,YOUNG MUSICIANS OF VIRGINIA,0.060947
1851.013,VA,Fairfax County,FAIRFAX COUNTY PARK FOUNDATION INC,1.851013
7125.393,VA,Richmond city,NATIONAL CENTER FOR,7.125393
1068.19,VA,Fairfax city,GIRLS ON THE RUN OF NOVA,1.06819
167.792,VA,Chesapeake city,PARTNERSHIP FOR RESOURCE DEVELOPMENT INC,0.167792
3356.08,VA,Richmond city,SEVEN HILLS SCHOOL,3.35608
13679.611,VA,Henrico County,JSRCC REAL ESTATE FOUNDATION INC,13.679611
1074.331,VA,Fairfax County,FRIENDS OF RESTON REGIONAL LIBRARY INC,1.074331
2833.121,VA,Loudoun County,PATRICK HENRY COLLEGE FOUNDATION,2.833121
1371.688,VA,Gloucester County,FAIRFIELD FOUNDATION TBS,1.371688
869.717,VA,Pittsylvania County,CASCADE COMMUNITY VOLUNTEER FIRE DEPARTMENT,0.869717
67.707,VA,Arlington County,SHIRLINGTON EMPLOYMENT AND EDUCATION CENTER,0.067707
330.421,VA,Harrisonburg city,MK COLLEGE LINK,0.330421
182.181,VA,Arlington County,ARLINGTON ARTIST ALLIANCE,0.182181
73.752,VA,Fairfax city,FAIRFAX HIGH SCHOOL CREW BOOSTER CLUB,0.073752
24305.449,VA,Washington County,SOUTHWEST VIRGINIA COMMUNITY HEALTH SYSTEMS INCORPORATED,24.305449
249.65,VA,Roanoke city,NEW VISTA MONTESSORI SCHOOL,0.24965
109.256,VA,Richmond city,FOUNDATION OF THE FLORA OF VIRGINIA PROJECT INC,0.109256
553.176,VA,Franklin County,PIGG RIVER COMMUNITY DEVELOPMENT CORPORATION,0.553176
338.73,VA,Loudoun County,UNISON PRESERVATION SOCIETY INC,0.33873
18.641,VA,Richmond city,MAGGIE L WALKER HIGH SCHOOL ALUMNI ASSOCIATION INC,0.018641
1768.342,VA,Rockingham County,GENERATIONS CROSSING,1.768342
72.417,VA,Warren County,WARREN COUNTY COMMUNITY HEALTH COALITION INC,0.072417
647.844,VA,Poquoson city,POQUOSON HISTORICAL AND CULTURAL MUSEUM FOUNDATION,0.647844
59.058,CT,Western Connecticut Planning Region,DANBURY YOUTH SOCCER CLUB INC,0.059058
474.72,FL,Sarasota County,THE OAKS WOMENS CLUB INC,0.47472
1358.511,NC,New Hanover County,PHOENIX EMPLOYMENT SERVICES OF WILMINGTON INC,1.358511
2470.252,MA,Suffolk County,ONE FAMILY INC,2.470252
1366.117,SC,Beaufort County,NEIGHBORHOOD OUTREACH CONNECTION,1.366117
444.765,MA,Hampshire County,UNIVERSITY OF MASSACHUSETTS AMHERST FOUNDATION INC,0.444765
4578.92,GA,Fulton County,FRIENDS OF FORMAN CHRISTIAN COLLEGE INC,4.57892
163.347,NY,New York County,MALOTO INC,0.163347
1372.26,CA,San Diego County,POWAY UNIFIED SCHOOL DISTRICT FOUNDATION,1.37226
87.165,MD,Harford County,HAVRE DE GRACE ARTS COLLECTIVE INC,0.087165
1404.828,CA,Santa Clara County,SARATOGA FOOTHILL CLUB HISTORICAL LANDMARK FOUNDATION,1.404828
2272.613,PA,Cumberland County,SHIPPENSBURG UNIVERSITY STUDENT SERVICES INC,2.272613
